Region,date,MedianAgePop,NatChangeRT,CNMR,NetMigrations
JPN,1950,21.3113,17.566,-0.289,-24.997
JPN,1951,21.493,15.645,-0.621,-54.567
JPN,1952,21.7394,14.677,-0.647,-57.653
JPN,1953,22.0291,12.796,-0.313,-28.238
JPN,1954,22.3643,12.124,-0.753,-68.802
JPN,1955,22.7324,11.816,-1.038,-95.975
JPN,1956,23.1168,10.599,-1.633,-152.385
JPN,1957,23.514,9.126,-1.72,-161.856
JPN,1958,23.9205,10.633,-2.42,-229.568
JPN,1959,24.3267,10.204,-2.119,-202.601
JPN,1960,24.7335,9.656,-1.56,-150.371
JPN,1961,25.1364,9.403,-0.606,-58.882
JPN,1962,25.5283,9.375,-0.582,-57.075
JPN,1963,25.9097,10.126,-1.018,-100.742
JPN,1964,26.268,10.645,-1.008,-100.696
JPN,1965,26.5604,11.294,-0.502,-50.667
JPN,1966,26.882,7.71,0.677,68.934
JPN,1967,27.2064,12.346,0.288,29.632
JPN,1968,27.5201,11.508,0.418,43.593
JPN,1969,27.8814,11.215,0.469,49.447
JPN,1970,28.2528,11.324,0.316,33.731
JPN,1971,28.5872,12.46,-0.998,-107.778
JPN,1972,28.8891,12.913,-0.677,-73.98
JPN,1973,29.1843,13.105,-0.313,-34.674
JPN,1974,29.4443,12.366,-0.091,-10.145
JPN,1975,29.6581,11.013,0.001,0.107
JPN,1976,29.8667,10.044,-0.305,-34.976
JPN,1977,30.2167,9.318,-0.425,-49.082
JPN,1978,30.6623,8.797,-0.412,-47.996
JPN,1979,31.1762,8.249,-0.491,-57.692
JPN,1980,31.6952,7.224,-0.78,-92.314
JPN,1981,32.246,6.609,-2.341,-278.525
JPN,1982,32.818,6.395,-2.415,-288.55
JPN,1983,33.3818,6.007,-2.249,-269.755
JPN,1984,33.9326,5.763,-2.273,-273.686
JPN,1985,34.4677,5.104,-1.17,-141.323
JPN,1986,34.9796,4.661,0.231,27.987
JPN,1987,35.4768,4.363,0.23,28.001
JPN,1988,35.9582,3.719,0.418,51.154
JPN,1989,36.4272,3.278,0.254,31.202
JPN,1990,36.872,2.803,1.01,124.582
JPN,1991,37.3126,2.812,1.302,161.331
JPN,1992,37.7645,2.469,1.374,170.878
JPN,1993,38.1907,2.128,1.352,168.836
JPN,1994,38.6019,2.435,1.231,154.214
JPN,1995,38.9924,1.788,0.698,87.714
JPN,1996,39.3733,2.127,0.199,25.03
JPN,1997,39.7392,1.94,0.343,43.366
JPN,1998,40.082,1.835,0.363,45.912
JPN,1999,40.4177,1.338,0.449,56.901
JPN,2000,40.7522,1.594,0.185,23.468
JPN,2001,41.1051,1.409,0.468,59.563
JPN,2002,41.4671,1.17,0.477,60.864
JPN,2003,41.8294,0.693,0.586,74.875
JPN,2004,42.1887,0.444,0.54,69.014
JPN,2005,42.5541,-0.342,0.884,113.017
JPN,2006,42.9002,-0.247,1.016,130.065
JPN,2007,43.2187,-0.435,1.078,138.024
JPN,2008,43.542,-0.69,1.113,142.605
JPN,2009,43.88,-0.833,0.979,125.45
JPN,2010,44.24,-1.287,1.029,131.86
JPN,2011,44.5386,-1.891,0.763,97.72
JPN,2012,44.8079,-2.029,0.531,67.904
JPN,2013,45.099,-2.224,0.52,66.449
JPN,2014,45.461,-2.468,0.456,58.109
JPN,2015,45.8447,-2.624,1.327,168.896
JPN,2016,46.1951,-3.001,2.475,314.732
JPN,2017,46.5354,-3.511,2.539,322.564
JPN,2018,46.8893,-3.935,2.526,320.601
JPN,2019,47.2624,-4.478,2.511,318.19
JPN,2020,47.6739,-4.613,0.333,42.001
JPN,2021,48.1226,-5.369,-0.278,-34.996
JPN,2022,48.5482,-6.63,1.4,175.003
JPN,2023,48.9585,-6.228,1.407,175.003
JPN,2024,49.3827,-6.381,1.239,153.357
JPN,2025,49.7917,-6.526,1.142,140.579
JPN,2026,50.181,-6.675,1.051,128.619
JPN,2027,50.5439,-6.814,1.047,127.401
JPN,2028,50.8805,-6.932,1.033,125.079
JPN,2029,51.1916,-7.038,1.064,128.048
JPN,2030,51.4798,-7.135,1.037,123.993
JPN,2031,51.7456,-7.226,1.044,124.022
JPN,2032,51.9874,-7.317,1.043,123.178
JPN,2033,52.2002,-7.386,1.063,124.737
JPN,2034,52.3812,-7.461,1.036,120.872
JPN,2035,52.5347,-7.498,1.009,116.871
JPN,2036,52.6701,-7.543,1.036,119.219
JPN,2037,52.7963,-7.569,1.037,118.603
JPN,2038,52.9115,-7.587,1.071,121.736
JPN,2039,53.0022,-7.601,1.066,120.375
JPN,2040,53.0612,-7.604,1.054,118.186
JPN,2041,53.0972,-7.623,1.008,112.365
JPN,2042,53.1133,-7.623,1.091,120.719
JPN,2043,53.0995,-7.604,1.086,119.471
JPN,2044,53.0541,-7.588,1.1,120.231
JPN,2045,53.0003,-7.551,1.045,113.424
JPN,2046,52.946,-7.538,1.079,116.33
JPN,2047,52.884,-7.5,1.074,115.11
JPN,2048,52.837,-7.488,1.113,118.534
JPN,2049,52.7963,-7.492,1.099,116.311
JPN,2050,52.7551,-7.519,1.135,119.363
JPN,2051,52.7262,-7.55,1.132,118.217
JPN,2052,52.7122,-7.601,1.065,110.491
JPN,2053,52.7129,-7.701,1.142,117.791
JPN,2054,52.7342,-7.795,1.016,104.077
JPN,2055,52.7752,-7.91,1.084,110.22
JPN,2056,52.8265,-8.067,1.031,104.105
JPN,2057,52.8874,-8.216,1.066,106.956
JPN,2058,52.9546,-8.369,1.086,108.132
JPN,2059,53.0207,-8.515,0.989,97.809
JPN,2060,53.0928,-8.656,1.037,101.711
JPN,2061,53.1755,-8.808,1.087,105.828
JPN,2062,53.2591,-8.94,1.12,108.193
JPN,2063,53.3361,-9.031,1.13,108.331
JPN,2064,53.4023,-9.13,1.152,109.551
JPN,2065,53.4596,-9.159,1.051,99.118
JPN,2066,53.5074,-9.186,1.102,103.147
JPN,2067,53.5447,-9.172,1.133,105.133
JPN,2068,53.5724,-9.109,1.038,95.567
JPN,2069,53.5903,-9.013,1.054,96.31
JPN,2070,53.6031,-8.881,0.988,89.503
JPN,2071,53.6023,-8.702,1.075,96.698
JPN,2072,53.5772,-8.522,1.068,95.308
JPN,2073,53.5282,-8.297,1.016,90.022
JPN,2074,53.45,-8.05,1.079,94.927
JPN,2075,53.3494,-7.789,1.089,95.162
JPN,2076,53.2331,-7.531,1.089,94.47
JPN,2077,53.0949,-7.299,1.074,92.602
JPN,2078,52.9465,-7.044,1.081,92.644
JPN,2079,52.811,-6.842,1.117,95.199
JPN,2080,52.6883,-6.635,1.078,91.321
JPN,2081,52.5804,-6.46,1.129,95.119
JPN,2082,52.4883,-6.292,1.083,90.748
JPN,2083,52.4138,-6.155,1.103,91.986
JPN,2084,52.3575,-6.043,1.056,87.615
JPN,2085,52.3197,-5.953,1.044,86.182
JPN,2086,52.2985,-5.873,1.048,86.127
JPN,2087,52.2929,-5.821,1.089,89.045
JPN,2088,52.3027,-5.769,1.083,88.131
JPN,2089,52.328,-5.738,1.045,84.658
JPN,2090,52.3661,-5.727,1.045,84.292
JPN,2091,52.4153,-5.711,1.028,82.513
JPN,2092,52.4747,-5.733,0.974,77.806
JPN,2093,52.541,-5.764,1.009,80.198
JPN,2094,52.6096,-5.799,1.055,83.454
JPN,2095,52.6791,-5.833,1.047,82.423
JPN,2096,52.7495,-5.854,0.998,78.225
JPN,2097,52.8183,-5.879,1.055,82.317
JPN,2098,52.8831,-5.903,1.017,78.909
JPN,2099,52.9449,-5.959,0.978,75.526
JPN,2100,53.0022,-5.969,0.959,73.71
North America,1950,27.8152,15.7805,2.3635,112.666
North America,1951,27.82505,16.0425,4.9965,121.401
North America,1952,27.81205,16.635,4.962,97.329
North America,1953,27.783,16.83,4.6705,116.435
North America,1954,27.7312,17.5955,3.974,62.396
North America,1955,27.65765,17.251,3.1065,114.229
North America,1956,27.54655,17.249,5.0905,152.023
North America,1957,27.3852,17.293,5.4485,193.488
North America,1958,27.21065,17.238,3.19,103.318
North America,1959,27.04725,17.0265,3.0025,452.694
North America,1960,26.86505,16.572,2.5605,472.402
North America,1961,26.6409,16.1635,2.532,615.054
North America,1962,26.37935,15.1725,2.625,660.99
North America,1963,26.11855,14.288,3.051,691.326
North America,1964,25.90185,13.621,3.364,686.638
North America,1965,25.75385,11.7655,4.503,757.303
North America,1966,25.67805,10.3105,5.2145,782.333
North America,1967,25.65175,9.528,4.7135,718.266
North America,1968,25.66515,8.9445,4.089,703.378
North America,1969,25.7282,9.2095,3.5,617.34
North America,1970,25.84515,9.3765,8.8965,1049.529
North America,1971,25.9985,8.5815,6.7815,1043.793
North America,1972,26.19185,7.2955,3.9795,923.423
North America,1973,26.415,6.8085,4.6065,908.564
North America,1974,26.6838,6.8825,5.037,862.574
North America,1975,26.9872,7.1145,4.514,794.875
North America,1976,27.3179,7.0905,3.7155,742.484
North America,1977,27.65305,7.4685,2.7745,647.399
North America,1978,27.9874,7.363,2.335,609.302
North America,1979,28.3136,7.7425,2.8955,590.278
North America,1980,28.6255,7.7065,3.798,718.659
North America,1981,28.92505,7.704,3.539,696.531
North America,1982,29.2234,7.7145,3.06,689.693
North America,1983,29.5317,7.4985,2.7005,729.012
North America,1984,29.85515,7.444,2.3915,678.775
North America,1985,30.1908,7.2595,2.584,668.553
North America,1986,30.5361,7.015,3.3365,615.01
North America,1987,30.8855,6.9545,4.204,652.123
North America,1988,31.22325,6.989,5.347,698.781
North America,1989,31.5478,7.427,5.5155,659.092
North America,1990,31.8619,7.7135,5.4055,1266.181
North America,1991,32.1677,7.4535,4.7315,1336.889
North America,1992,32.46665,7.1315,4.936,1443.001
North America,1993,32.7718,6.411,4.653,1361.904
North America,1994,33.09155,6.0915,4.5345,1314.172
North America,1995,33.41715,5.655,4.594,1314.834
North America,1996,33.7462,5.3025,4.7035,1296.201
North America,1997,34.08215,4.886,4.4485,1261.6
North America,1998,34.4136,4.7195,4.565,1367.48
North America,1999,34.7326,4.5105,4.6615,1314.653
North America,2000,35.0296,4.4845,5.4825,1450.119
North America,2001,35.31865,4.41,5.866,1534.555
North America,2002,35.6086,4.181,5.6265,1544.578
North America,2003,35.88485,4.267,5.2115,1517.019
North America,2004,36.1412,4.3885,5.271,1508.078
North America,2005,36.38145,4.355,5.4675,1573.75
North America,2006,36.6121,4.759,5.342,1549.925
North America,2007,36.82705,4.8795,5.502,1585.154
North America,2008,37.0156,4.766,5.882,1654.924
North America,2009,37.17945,4.6645,5.8655,1631.769
North America,2010,37.32985,4.3265,5.858,1819.822
North America,2011,37.4724,4.109,5.8705,1851.108
North America,2012,37.60685,4.0615,6.063,1875.755
North America,2013,37.73585,3.8475,5.9965,1903.698
North America,2014,37.8717,3.8175,5.2945,1865.482
North America,2015,38.0078,3.5645,5.7595,1946.459
North America,2016,38.12085,3.4015,7.401,2218.584
North America,2017,38.21,2.9185,7.869,2237.423
North America,2018,38.2934,2.6215,8.268,2185.185
North America,2019,38.3951,2.481,7.757,2162.185
North America,2020,38.56325,1.0385,3.847,586.361
North America,2021,38.7855,1.039,3.578,873.654
North America,2022,38.9867,1.043,7.8555,1778.997
North America,2023,39.1828,1.564,7.445,1756.51
North America,2024,39.38255,1.374,6.499,1654.731
North America,2025,39.57215,1.256,5.8365,1556.867
North America,2026,39.7753,1.139,5.288,1469.251
North America,2027,39.98505,1.009,5.1455,1457.803
North America,2028,40.19535,0.898,5.1235,1499.942
North America,2029,40.40505,0.781,4.912,1453.738
North America,2030,40.61635,0.6625,4.8805,1461.289
North America,2031,40.82725,0.533,4.8695,1470.92
North America,2032,41.03865,0.4135,4.7625,1473.703
North America,2033,41.24585,0.288,4.5955,1465.413
North America,2034,41.44095,0.1565,4.739,1505.089
North America,2035,41.6208,0.042,4.5015,1474.408
North America,2036,41.78355,-0.0735,4.602,1482.091
North America,2037,41.92755,-0.2055,4.621,1496.726
North America,2038,42.05775,-0.33,4.63,1510.264
North America,2039,42.1804,-0.452,4.493,1473.254
North America,2040,42.3004,-0.5815,4.445,1473.677
North America,2041,42.41765,-0.72,4.489,1480.01
North America,2042,42.5328,-0.8575,4.5695,1530.485
North America,2043,42.64765,-0.9915,4.517,1503.529
North America,2044,42.76275,-1.1225,4.5275,1498.774
North America,2045,42.88245,-1.2315,4.588,1503.494
North America,2046,43.00745,-1.355,4.4305,1483.499
North America,2047,43.12975,-1.466,4.478,1519.331
North America,2048,43.243,-1.5795,4.5075,1509.144
North America,2049,43.3571,-1.674,4.3795,1513.726
North America,2050,43.4762,-1.759,4.548,1539.283
North America,2051,43.593,-1.8185,4.562,1553.712
North America,2052,43.7059,-1.8525,4.599,1541.856
North America,2053,43.81715,-1.8795,4.4815,1542.978
North America,2054,43.92825,-1.886,4.416,1495.709
North America,2055,44.0374,-1.875,4.399,1477.924
North America,2056,44.142,-1.8545,4.4385,1495.333
North America,2057,44.24,-1.8325,4.5315,1547.231
North America,2058,44.33275,-1.7995,4.674,1589.003
North America,2059,44.425,-1.7545,4.584,1553.683
North America,2060,44.51775,-1.6955,4.4585,1513.701
North America,2061,44.60505,-1.648,4.5465,1555.392
North America,2062,44.68275,-1.595,4.5865,1563.21
North America,2063,44.7534,-1.5475,4.529,1556.925
North America,2064,44.81575,-1.512,4.449,1526.127
North America,2065,44.8695,-1.4825,4.4475,1545.229
North America,2066,44.92195,-1.4625,4.468,1570.377
North America,2067,44.9737,-1.4505,4.5715,1600.867
North America,2068,45.0239,-1.457,4.413,1579.349
North America,2069,45.0722,-1.465,4.439,1607.88
North America,2070,45.11665,-1.4795,4.364,1565.618
North America,2071,45.15785,-1.512,4.4465,1621.464
North America,2072,45.19865,-1.548,4.36,1572.431
North America,2073,45.23875,-1.595,4.326,1595.782
North America,2074,45.27615,-1.6325,4.323,1579.633
North America,2075,45.30855,-1.6885,4.4965,1656.285
North America,2076,45.3368,-1.7405,4.499,1629.806
North America,2077,45.3667,-1.789,4.3335,1597.098
North America,2078,45.39695,-1.8225,4.455,1611.385
North America,2079,45.427,-1.8755,4.342,1577.153
North America,2080,45.45925,-1.9145,4.336,1569.684
North America,2081,45.48905,-1.9505,4.567,1683.675
North America,2082,45.52035,-1.971,4.313,1602.859
North America,2083,45.5548,-1.9945,4.4485,1619.785
North America,2084,45.5904,-1.998,4.3525,1602.051
North America,2085,45.631,-1.9995,4.216,1534.945
North America,2086,45.67275,-1.998,4.3055,1589.723
North America,2087,45.71415,-2,4.244,1586.522
North America,2088,45.7512,-1.984,4.569,1659.548
North America,2089,45.7879,-1.96,4.233,1595.43
North America,2090,45.83085,-1.9255,4.1265,1560.881
North America,2091,45.8711,-1.921,4.331,1610.587
North America,2092,45.908,-1.8855,4.222,1600.483
North America,2093,45.9435,-1.8615,4.249,1590.964
North America,2094,45.97595,-1.8565,4.2445,1611.566
North America,2095,46.00585,-1.8345,4.2255,1596.043
North America,2096,46.03365,-1.8275,4.1805,1560.565
North America,2097,46.0557,-1.808,4.3545,1595.407
North America,2098,46.07345,-1.806,4.2325,1550.205
North America,2099,46.09155,-1.7965,4.1615,1560.077
North America,2100,46.1105,-1.804,4.0825,1508.109
Europe,1950,26.0191,10.703,0,-474.032
Europe,1951,26.1858,10.676,-0.124,-604.586
Europe,1952,26.2605,11.078,0,-514.561
Europe,1953,26.3704,11.598,0,-87.6239999999999
Europe,1954,26.5315,11.74,0,-259.285
Europe,1955,26.7155,11.533,0,-254.42
Europe,1956,26.9205,11.248,-0.509,-314.58
Europe,1957,27.0891,11.238,0.062,351.163
Europe,1958,27.3158,11.353,0.15,192.116
Europe,1959,27.6625,10.279,0.108,-399.126
Europe,1960,27.766,10.362,-0.111,-275.356
Europe,1961,28.0885,9.448,0.048,-278.382
Europe,1962,28.4562,9.838,0.062,77.29
Europe,1963,28.7091,10.113,-0.044,-6.536
Europe,1964,28.8739,10.094,-0.354,-209.468
Europe,1965,29.1248,9.275,-0.459,-92.2199999999999
Europe,1966,29.3411,9.152,-0.071,21.587
Europe,1967,29.4362,8.582,-0.113,-397.054
Europe,1968,29.5191,8.188,-0.049,178.103
Europe,1969,29.6412,7.526,0.111,346.336
Europe,1970,29.7867,7.318,-0.529,-894.219
Europe,1971,30.1177,7.081,0.021,550.434
Europe,1972,30.4645,7.561,0.23,481.542
Europe,1973,30.6803,6.809,0.247,395.318
Europe,1974,30.5851,6.838,0.013,-25.76
Europe,1975,30.5337,6.713,-0.305,-240.275
Europe,1976,30.5219,6.468,0.078,178.008
Europe,1977,30.5947,6.12,-0.005,173.885
Europe,1978,30.7167,5.815,0.067,122.919
Europe,1979,30.743,5.174,-0.001,177.57
Europe,1980,30.7954,4.708,0.075,621.541
Europe,1981,30.9006,4.829,0,-42.277
Europe,1982,31.0163,4.663,-0.099,-74.78
Europe,1983,31.2868,4.38,0.127,172.944
Europe,1984,31.5989,4.371,0.072,139.551
Europe,1985,31.9093,3.84,0.122,398.974
Europe,1986,32.2073,3.924,-0.075,410.39
Europe,1987,32.4887,3.86,0.138,296.51
Europe,1988,32.764,3.149,0.205,781.49
Europe,1989,33.0391,3.346,-0.409,660.353
Europe,1990,33.2339,2.802,-0.343,796.43
Europe,1991,33.5842,2.915,0.48,690.533
Europe,1992,34.005,2.459,-0.038,-765.345
Europe,1993,34.3896,1.609,0.292,586.865
Europe,1994,34.7224,1.592,-0.073,1533.9
Europe,1995,35.0271,1.211,0.179,409.519
Europe,1996,35.2428,1.04,0.512,663.939
Europe,1997,35.3904,1.143,0.199,344.252
Europe,1998,35.6453,0.729,0.857,-354.268
Europe,1999,35.9392,0.572,1.011,700.406
Europe,2000,36.2657,1.037,1.316,861.537
Europe,2001,36.65,0.858,1.777,868.89
Europe,2002,37.0116,0.56,1.01,2802.273
Europe,2003,37.2192,0.594,1.341,1821.347
Europe,2004,37.5186,0.927,0.996,1654.589
Europe,2005,37.7408,0.694,1.479,1349.704
Europe,2006,37.9549,0.668,1.941,1002.315
Europe,2007,38.1337,0.951,1.473,1850.655
Europe,2008,38.3,1.781,1.467,1581.253
Europe,2009,38.4802,1.597,0.814,1116.174
Europe,2010,38.6849,1.747,0.491,1153.739
Europe,2011,38.9369,1.7,0.571,1124.438
Europe,2012,39.5006,1.08,0.212,1062.306
Europe,2013,39.7731,0.872,0.324,1457.439
Europe,2014,39.9615,0.861,0.111,2239.082
Europe,2015,40.2858,0.448,0.47,3208.379
Europe,2016,40.5204,0.721,0.642,2058.522
Europe,2017,40.71,0.451,1.353,2331.844
Europe,2018,40.8608,0.085,2.029,1983.368
Europe,2019,40.993,-0.04,1.632,1824.371
Europe,2020,41.1489,-1.798,1.861,1478.537
Europe,2021,41.2433,-2.461,1.989,1726.74
Europe,2022,41.4506,-1.912,7.115,-183.673999999999
Europe,2023,41.4401,-1.771,2.524,1212.532
Europe,2024,41.8385,-2.064,0.915,1293.34
Europe,2025,42.2759,-2.32,0.337,1218.803
Europe,2026,42.4558,-2.558,1.234,1080.346
Europe,2027,42.6069,-2.766,1.22,1093.297
Europe,2028,42.7628,-2.96,0.987,1086.624
Europe,2029,43.2242,-3.127,1.022,1052.212
Europe,2030,43.6978,-3.264,1.015,1055.647
Europe,2031,44.1384,-3.374,0.963,984.223
Europe,2032,44.4856,-3.456,1.029,1034.402
Europe,2033,44.8893,-3.583,1.035,1050.426
Europe,2034,45.1537,-3.78,1.078,1045.371
Europe,2035,45.2584,-3.908,0.937,1036.919
Europe,2036,45.4376,-3.97,0.955,1011.207
Europe,2037,45.6155,-4.032,0.847,1004.085
Europe,2038,45.7863,-4.117,0.884,1000.598
Europe,2039,45.9467,-4.205,0.878,968.448
Europe,2040,46.0889,-4.264,0.869,1005.864
Europe,2041,46.2395,-4.133,0.95,1029.246
Europe,2042,46.437,-4.165,0.94,1044.415
Europe,2043,46.6681,-4.348,0.888,995.304
Europe,2044,46.8766,-4.491,0.908,1010.147
Europe,2045,47.0543,-4.549,0.839,1012.902
Europe,2046,47.0469,-4.594,0.768,1052.041
Europe,2047,47.2314,-4.645,0.689,1020.829
Europe,2048,47.3889,-4.762,0.777,1017.873
Europe,2049,47.5225,-4.956,0.8,987.226
Europe,2050,47.6355,-5.134,0.745,1005.337
Europe,2051,47.6638,-5.271,0.691,1013.389
Europe,2052,47.4967,-5.422,0.679,1034.395
Europe,2053,47.326,-5.56,0.815,955.269
Europe,2054,47.1759,-5.614,0.749,976.536
Europe,2055,47.1252,-5.648,0.596,938.694
Europe,2056,47.3167,-5.683,0.721,944.355
Europe,2057,47.3688,-5.698,0.528,965.901
Europe,2058,47.3557,-5.706,0.573,968.981
Europe,2059,47.3533,-5.724,0.605,949.921
Europe,2060,47.5662,-5.858,0.455,996.117
Europe,2061,47.8625,-5.971,0.693,978.32
Europe,2062,47.8813,-6.093,0.584,978.319
Europe,2063,47.9068,-6.201,0.582,976.381
Europe,2064,47.9469,-6.187,0.778,957.386
Europe,2065,48.0548,-6.339,0.521,940.571
Europe,2066,48.2312,-6.286,0.71,968.017
Europe,2067,48.2768,-6.214,0.585,991.343
Europe,2068,48.3089,-6.133,0.479,963.767
Europe,2069,48.3556,-6.037,0.49,937.859
Europe,2070,48.4407,-5.949,0.55,925.086
Europe,2071,48.5071,-5.838,0.606,906.899
Europe,2072,48.5807,-5.973,0.527,920.09
Europe,2073,48.6602,-6.128,0.558,884.213
Europe,2074,48.7306,-6.291,0.657,861.723
Europe,2075,48.7846,-6.272,0.712,916.662
Europe,2076,48.8095,-6.131,0.649,913.045
Europe,2077,48.8116,-6.005,0.46,870.981
Europe,2078,48.7978,-5.911,0.616,896.777
Europe,2079,48.7702,-5.83,0.567,888.607
Europe,2080,48.7338,-5.78,0.52,903.844
Europe,2081,48.6938,-5.788,0.655,931.575
Europe,2082,48.654,-5.916,0.603,900.66
Europe,2083,48.6162,-6.039,0.705,904.94
Europe,2084,48.5843,-5.97,0.584,890.867
Europe,2085,48.5855,-5.901,0.484,855.33
Europe,2086,48.615,-5.86,0.537,853.092
Europe,2087,48.6537,-5.854,0.554,879.108
Europe,2088,48.7339,-5.654,0.47,870.888
Europe,2089,48.8549,-5.58,0.472,834.253
Europe,2090,48.9203,-5.575,0.524,811.33
Europe,2091,48.9278,-5.574,0.483,843.797
Europe,2092,48.9489,-5.577,0.481,821.48
Europe,2093,49.0108,-5.626,0.53,848.421
Europe,2094,49.1716,-5.663,0.48,863.649
Europe,2095,49.3214,-5.705,0.448,827.626
Europe,2096,49.4637,-5.649,0.47,801.2
Europe,2097,49.5963,-5.653,0.479,806.812
Europe,2098,49.7138,-5.63,0.512,821.899
Europe,2099,49.8152,-5.628,0.55,791.538
Europe,2100,49.8994,-5.617,0.583,780.622
Latin America & Caribbean,1950,17.6042,27.119,-1.712,-73.122
Latin America & Caribbean,1951,17.5112,27.452,-1.706,-96.967
Latin America & Caribbean,1952,17.4361,27.2215,-1.747,-129.389
Latin America & Caribbean,1953,17.35295,27.368,-1.717,-170.137
Latin America & Caribbean,1954,17.2807,27.817,-1.7055,-192.877
Latin America & Caribbean,1955,17.2739,28.0205,-1.6995,-213.941
Latin America & Caribbean,1956,17.2531,28.074,-1.722,-235.077
Latin America & Caribbean,1957,17.21875,28.7805,-1.827,-257.179
Latin America & Caribbean,1958,17.17285,29.1995,-1.9645,-290.793
Latin America & Caribbean,1959,17.03755,29.399,-2.245,-288.467
Latin America & Caribbean,1960,16.8568,29.7415,-2.235,-291.014
Latin America & Caribbean,1961,16.74095,29.7405,-2.1725,-264.272
Latin America & Caribbean,1962,16.67475,29.79,-2.774,-294.066
Latin America & Caribbean,1963,16.6156,29.6615,-2.888,-310.501
Latin America & Caribbean,1964,16.5476,29.7275,-2.7085,-326.032
Latin America & Caribbean,1965,16.4922,29.3805,-2.3645,-336.667
Latin America & Caribbean,1966,16.4687,29.254,-2.538,-355.77
Latin America & Caribbean,1967,16.47345,28.9845,-2.575,-367.937
Latin America & Caribbean,1968,16.49075,28.0985,-3.011,-388.283
Latin America & Caribbean,1969,16.491,27.593,-3.183,-414.67
Latin America & Caribbean,1970,16.46825,25.8165,-3.1775,-458.079
Latin America & Caribbean,1971,16.60675,26.338,-3.471,-513.589
Latin America & Caribbean,1972,16.66945,25.812,-3.21,-520.442
Latin America & Caribbean,1973,16.7459,25.378,-3.202,-531.946
Latin America & Caribbean,1974,16.8372,25.241,-3.3465,-567.81
Latin America & Caribbean,1975,17.00175,25.2395,-3.4685,-626.351
Latin America & Caribbean,1976,17.10805,25.4065,-3.64,-667.1
Latin America & Caribbean,1977,17.26535,25.492,-3.458,-634.823
Latin America & Caribbean,1978,17.46315,25.33,-3.0865,-638.636
Latin America & Caribbean,1979,17.6981,25.108,-3.274,-654.863
Latin America & Caribbean,1980,17.94745,24.756,-3.3995,-660.048
Latin America & Caribbean,1981,18.16095,24.8715,-2.891,-810.844
Latin America & Caribbean,1982,18.3721,24.742,-2.95,-767.484
Latin America & Caribbean,1983,18.5275,24.4005,-3.0105,-712.148
Latin America & Caribbean,1984,18.7492,24.1725,-2.944,-723.823
Latin America & Caribbean,1985,18.97285,23.926,-2.832,-747.105
Latin America & Caribbean,1986,19.1982,23.9705,-3.1435,-854.351
Latin America & Caribbean,1987,19.42485,24.127,-3.033,-795.271
Latin America & Caribbean,1988,19.6535,24.006,-2.954,-738.148
Latin America & Caribbean,1989,19.88265,23.385,-3.1515,-756.778
Latin America & Caribbean,1990,20.11395,22.59,-2.7445,-643.919
Latin America & Caribbean,1991,20.35095,21.7905,-3.0115,-819.664
Latin America & Caribbean,1992,20.5936,21.153,-2.8485,-690.723
Latin America & Caribbean,1993,20.7721,20.5445,-3.206,-869.192
Latin America & Caribbean,1994,20.9227,20.287,-3.0325,-848.111
Latin America & Caribbean,1995,21.0915,20.105,-3.129,-873.968
Latin America & Caribbean,1996,21.2775,19.163,-2.9645,-878.555
Latin America & Caribbean,1997,21.4757,18.946,-3.3245,-878.499
Latin America & Caribbean,1998,21.6847,18.6065,-2.6225,-724.099
Latin America & Caribbean,1999,22.01835,17.9935,-2.5725,-835.183
Latin America & Caribbean,2000,22.51825,17.4445,-3.2405,-967.569
Latin America & Caribbean,2001,22.91915,16.8135,-2.9795,-1039.837
Latin America & Caribbean,2002,23.21585,16.4425,-2.621,-1052.672
Latin America & Caribbean,2003,23.51545,15.999,-2.515,-1079.668
Latin America & Caribbean,2004,23.8067,15.133,-2.453,-1065.845
Latin America & Caribbean,2005,24.09325,14.314,-2.4115,-1074.346
Latin America & Caribbean,2006,24.3856,13.6995,-2.155,-1002.509
Latin America & Caribbean,2007,24.69145,13.131,-1.893,-867.368
Latin America & Caribbean,2008,25.01135,12.9505,-2.2835,-861.502
Latin America & Caribbean,2009,25.34635,12.509,-1.992,-883.739
Latin America & Caribbean,2010,25.69535,11.5345,-1.72,-868.355
Latin America & Caribbean,2011,26.05405,11.9905,-1.189,-809.659
Latin America & Caribbean,2012,26.41845,11.7525,-1.5455,-813.118
Latin America & Caribbean,2013,26.7872,11.315,-1.234,-760.881
Latin America & Caribbean,2014,27.1581,11.1235,-1.5695,-800.715
Latin America & Caribbean,2015,27.5293,10.7085,-0.916,-804.285
Latin America & Caribbean,2016,27.901,9.8215,-0.969,-577.918
Latin America & Caribbean,2017,28.27655,9.245,-0.882,-768.563
Latin America & Caribbean,2018,28.6592,9.0455,-0.8425,-801.334
Latin America & Caribbean,2019,29.05375,8.9845,-0.811,-830.278
Latin America & Caribbean,2020,29.4442,7.6115,-0.512,-596.605
Latin America & Caribbean,2021,29.8183,6.5895,-0.9785,-536.833
Latin America & Caribbean,2022,30.2128,7.764,-0.494,-377.129
Latin America & Caribbean,2023,30.6044,7.802,-0.4835,-361.64
Latin America & Caribbean,2024,30.9888,7.669,-0.4325,-373.033
Latin America & Caribbean,2025,31.37535,7.4575,-0.43,-397.017
Latin America & Caribbean,2026,31.76685,7.2435,-0.415,-403.441
