Region,date,MedianAgePop,NatChangeRT,CNMR,NetMigrations
South & Central Asia,2002,20.6557,17.0515,-2.51,-2353.278
South & Central Asia,2003,20.9618,16.7175,-1.513,-1150.523
South & Central Asia,2004,21.28225,16.622,-2.593,-1161.112
South & Central Asia,2005,21.61485,16.5525,-1.265,-1578.451
South & Central Asia,2006,21.95605,16.48,-1.059,-1391.526
South & Central Asia,2007,22.21315,16.781,-1.306,-2964.685
South & Central Asia,2008,22.4491,16.8995,-0.859,-2625.66
South & Central Asia,2009,22.70695,16.768,-0.598,-1957.938
South & Central Asia,2010,22.9736,16.038,-0.9525,-2202.849
South & Central Asia,2011,23.23345,15.718,-0.774,-2160.801
South & Central Asia,2012,23.4783,15.728,-0.7125,-3119.044
South & Central Asia,2013,23.7079,15.815,-0.637,-3400.809
South & Central Asia,2014,23.91955,15.608,-0.681,-3354.53
South & Central Asia,2015,24.1124,15.265,-0.7025,-4329.922
South & Central Asia,2016,24.28615,15.093,-0.207,-3553.26
South & Central Asia,2017,24.4511,14.642,-0.3025,-3247.215
South & Central Asia,2018,24.614,14.6795,-0.3925,-3300.019
South & Central Asia,2019,24.8004,14.636,-0.074,-2969.969
South & Central Asia,2020,25.01055,14.074,-0.1635,-1479.068
South & Central Asia,2021,25.2252,13.8615,-0.258,-1975.523
South & Central Asia,2022,25.4608,14.6865,-0.5465,-3823.597
South & Central Asia,2023,25.7784,14.386,-0.459,-3376.489
South & Central Asia,2024,26.10625,14.1635,-0.3965,-2798.892
South & Central Asia,2025,26.445,13.661,-0.457,-2503.994
South & Central Asia,2026,26.66625,13.0835,-0.453,-2289.641
South & Central Asia,2027,26.81705,12.5645,-0.3805,-2008.983
South & Central Asia,2028,26.9548,12.107,-0.232,-1769.642
South & Central Asia,2029,27.08555,11.7135,-0.269,-1658.119
South & Central Asia,2030,27.3994,11.381,-0.3305,-1562.586
South & Central Asia,2031,27.76965,11.087,-0.362,-1526.591
South & Central Asia,2032,28.1498,10.8235,-0.373,-1516.839
South & Central Asia,2033,28.5389,10.568,-0.4365,-1482.861
South & Central Asia,2034,28.86675,10.3245,-0.7665,-1591.272
South & Central Asia,2035,29.05805,10.0975,-0.6,-1590.187
South & Central Asia,2036,29.2272,9.881,-0.6695,-1519.749
South & Central Asia,2037,29.29965,9.765,-0.767,-1566.18
South & Central Asia,2038,29.4095,9.668,-0.648,-1546.738
South & Central Asia,2039,29.5533,9.4775,-0.5255,-1487.743
South & Central Asia,2040,29.72315,9.2705,-0.4265,-1501.003
South & Central Asia,2041,29.9111,9.058,-0.572,-1472.108
South & Central Asia,2042,30.11195,8.824,-0.759,-1540.137
South & Central Asia,2043,30.32145,8.5675,-0.6495,-1484.444
South & Central Asia,2044,30.53805,8.295,-0.723,-1483.158
South & Central Asia,2045,30.7618,7.9995,-0.696,-1423.634
South & Central Asia,2046,30.9921,7.7095,-0.484,-1367.926
South & Central Asia,2047,31.22855,7.3865,-0.611,-1454.535
South & Central Asia,2048,31.4712,7.0485,-0.574,-1457.304
South & Central Asia,2049,31.72045,6.6945,-0.543,-1358.273
South & Central Asia,2050,31.97585,6.4235,-0.636,-1448.807
South & Central Asia,2051,32.2381,6.205,-0.583,-1515.207
South & Central Asia,2052,32.50665,5.986,-0.5,-1379.741
South & Central Asia,2053,32.78425,5.783,-0.377,-1360.617
South & Central Asia,2054,33.07525,5.595,-0.415,-1387.34
South & Central Asia,2055,33.35935,5.4,-0.329,-1331.548
South & Central Asia,2056,33.62215,5.1865,-0.3365,-1312.445
South & Central Asia,2057,33.8707,4.986,-0.4825,-1311.741
South & Central Asia,2058,34.11365,4.7905,-0.5745,-1352.108
South & Central Asia,2059,34.34655,4.619,-0.667,-1466.463
South & Central Asia,2060,34.56915,4.422,-0.713,-1391.142
South & Central Asia,2061,34.78115,4.2105,-0.6235,-1469.152
South & Central Asia,2062,34.9821,4.0145,-0.4545,-1318.191
South & Central Asia,2063,35.1712,3.817,-0.432,-1362.496
South & Central Asia,2064,35.34795,3.603,-0.4525,-1311.748
South & Central Asia,2065,35.53525,3.393,-0.4105,-1312.019
South & Central Asia,2066,35.7199,3.195,-0.6505,-1355.907
South & Central Asia,2067,35.8944,2.9935,-0.6675,-1367.719
South & Central Asia,2068,36.06125,2.803,-0.4345,-1256.336
South & Central Asia,2069,36.2227,2.6435,-0.389,-1290.47
South & Central Asia,2070,36.3813,2.5125,-0.405,-1246.39
South & Central Asia,2071,36.53945,2.378,-0.5925,-1382.306
South & Central Asia,2072,36.69975,2.247,-0.419,-1320.381
South & Central Asia,2073,36.86635,2.0845,-0.528,-1236.581
South & Central Asia,2074,37.0403,1.9255,-0.417,-1292.42
South & Central Asia,2075,37.22065,1.784,-0.467,-1373.472
South & Central Asia,2076,37.4105,1.634,-0.573,-1328.187
South & Central Asia,2077,37.6109,1.482,-0.434,-1336.131
South & Central Asia,2078,37.8195,1.3165,-0.504,-1428.604
South & Central Asia,2079,38.03615,1.159,-0.4525,-1301.825
South & Central Asia,2080,38.2607,1.0185,-0.472,-1340.07
South & Central Asia,2081,38.49205,0.8605,-0.571,-1477.057
South & Central Asia,2082,38.7293,0.7145,-0.655,-1424.003
South & Central Asia,2083,38.9703,0.5905,-0.4785,-1442.997
South & Central Asia,2084,39.21355,0.4645,-0.3615,-1301.876
South & Central Asia,2085,39.45975,0.3565,-0.553,-1392.024
South & Central Asia,2086,39.7083,0.238,-0.5215,-1496.68
South & Central Asia,2087,39.95805,0.1145,-0.4325,-1320.428
South & Central Asia,2088,40.20715,0.0135,-0.6285,-1349.486
South & Central Asia,2089,40.4538,-0.0805,-0.6065,-1376.879
South & Central Asia,2090,40.69705,-0.1625,-0.4675,-1272.938
South & Central Asia,2091,40.935,-0.2675,-0.569,-1308.314
South & Central Asia,2092,41.1661,-0.369,-0.6125,-1266.279
South & Central Asia,2093,41.38835,-0.467,-0.3715,-1263.816
South & Central Asia,2094,41.60055,-0.5525,-0.307,-1231.211
South & Central Asia,2095,41.804,-0.6545,-0.3625,-1248.493
South & Central Asia,2096,41.9985,-0.747,-0.358,-1247.806
South & Central Asia,2097,42.1828,-0.8535,-0.3805,-1245.048
South & Central Asia,2098,42.35815,-0.944,-0.3125,-1256.912
South & Central Asia,2099,42.52455,-1.0315,-0.291,-1194.879
South & Central Asia,2100,42.6808,-1.128,-0.352,-1220.033
