Region,indicator,date,value
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2013,10.9090166252394
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2012,11.0833402731294
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2011,12.0477672867887
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2010,12.1399885526317
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2009,13.5479824440917
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2008,12.0957706183263
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2007,12.7904398588978
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2006,12.6893553901337
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2005,10.5360857511169
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2004,10.0652389840384
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2003,10.1481367154848
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2002,9.82360946248357
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2001,9.77993983656482
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",2000,10.3155807456118
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1999,10.2114103738522
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1998,10.9299604775788
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1997,11.5682845804238
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1996,11.8594821496574
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1995,9.1775943283596
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1994,9.08872601889074
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1993,14.2273249689116
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1992,14.4729991962581
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1991,13.3768188365992
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1990,14.749016035232
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1989,14.4900336536246
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1988,15.0670642168369
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1987,14.9899883968532
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1986,13.6900464841613
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1985,13.3255873957675
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1984,15.1112473522251
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1983,16.0069704558497
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1982,14.3969533238905
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1981,14.425022880674
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1980,14.741034714538
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1979,15.8773815029128
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1978,15.3584517393107
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1977,16.4295629200186
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1976,14.3548135434545
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1975,15.9114052953157
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1974,12.8343387966473
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1973,12.2977142497324
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1972,13.5626168224299
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1971,12.6767719535947
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1970,10.8546083190724
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1969,10.9129307862148
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1968,10.357527104196
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1967,10.2907780554293
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1966,10.0024032216394
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1965,10.5218898770735
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1964,9.57948250645035
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1963,8.69230601867674
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1962,8.62147231303222
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1961,9.18609176891555
Sub-Saharan Africa,"Manufacturing, value added (% of GDP)",1960,8.70858011177271
South & Central Asia,"Manufacturing, value added (% of GDP)",2023,18.0505732354857
South & Central Asia,"Manufacturing, value added (% of GDP)",2022,19.6510544338112
South & Central Asia,"Manufacturing, value added (% of GDP)",2021,17.9651186198397
South & Central Asia,"Manufacturing, value added (% of GDP)",2020,16.2859641030582
South & Central Asia,"Manufacturing, value added (% of GDP)",2019,16.16080171774
South & Central Asia,"Manufacturing, value added (% of GDP)",2018,15.0327786142938
South & Central Asia,"Manufacturing, value added (% of GDP)",2017,14.8912960473413
South & Central Asia,"Manufacturing, value added (% of GDP)",2016,15.1622371332529
South & Central Asia,"Manufacturing, value added (% of GDP)",2015,15.5838545863713
South & Central Asia,"Manufacturing, value added (% of GDP)",2014,15.5847556165887
South & Central Asia,"Manufacturing, value added (% of GDP)",2013,15.7296956213052
South & Central Asia,"Manufacturing, value added (% of GDP)",2012,15.9142206710142
South & Central Asia,"Manufacturing, value added (% of GDP)",2011,15.9967342498947
South & Central Asia,"Manufacturing, value added (% of GDP)",2010,16.1212283592006
South & Central Asia,"Manufacturing, value added (% of GDP)",2009,16.4801860604835
South & Central Asia,"Manufacturing, value added (% of GDP)",2008,16.124366972693
South & Central Asia,"Manufacturing, value added (% of GDP)",2007,15.9340729924007
South & Central Asia,"Manufacturing, value added (% of GDP)",2006,15.3075621798679
South & Central Asia,"Manufacturing, value added (% of GDP)",2005,15.0414920674171
South & Central Asia,"Manufacturing, value added (% of GDP)",2004,15.7024342777357
South & Central Asia,"Manufacturing, value added (% of GDP)",2003,14.7931353363178
South & Central Asia,"Manufacturing, value added (% of GDP)",2002,15.0966632121531
South & Central Asia,"Manufacturing, value added (% of GDP)",2001,14.1783570229665
South & Central Asia,"Manufacturing, value added (% of GDP)",2000,15.0545149788969
South & Central Asia,"Manufacturing, value added (% of GDP)",1999,14.7476000553364
South & Central Asia,"Manufacturing, value added (% of GDP)",1998,14.8598311637206
South & Central Asia,"Manufacturing, value added (% of GDP)",1997,14.8130009704899
South & Central Asia,"Manufacturing, value added (% of GDP)",1996,14.6751583069488
South & Central Asia,"Manufacturing, value added (% of GDP)",1995,15.344322306306
South & Central Asia,"Manufacturing, value added (% of GDP)",1994,15.7060880543285
South & Central Asia,"Manufacturing, value added (% of GDP)",1993,15.4125383554188
South & Central Asia,"Manufacturing, value added (% of GDP)",1992,15.4230075492102
South & Central Asia,"Manufacturing, value added (% of GDP)",1991,15.5633940819126
South & Central Asia,"Manufacturing, value added (% of GDP)",1990,14.5124346494695
South & Central Asia,"Manufacturing, value added (% of GDP)",1989,13.8714768292635
South & Central Asia,"Manufacturing, value added (% of GDP)",1988,14.0993417934788
South & Central Asia,"Manufacturing, value added (% of GDP)",1987,14.4721255775888
South & Central Asia,"Manufacturing, value added (% of GDP)",1986,14.2232306378699
South & Central Asia,"Manufacturing, value added (% of GDP)",1985,14.3164244096773
South & Central Asia,"Manufacturing, value added (% of GDP)",1984,14.387258755318
South & Central Asia,"Manufacturing, value added (% of GDP)",1983,13.7765617324438
South & Central Asia,"Manufacturing, value added (% of GDP)",1982,13.7054358209557
South & Central Asia,"Manufacturing, value added (% of GDP)",1981,13.9820652248549
South & Central Asia,"Manufacturing, value added (% of GDP)",1980,14.4874848007493
South & Central Asia,"Manufacturing, value added (% of GDP)",1979,14.0286791678424
South & Central Asia,"Manufacturing, value added (% of GDP)",1978,13.5884174350948
South & Central Asia,"Manufacturing, value added (% of GDP)",1977,13.6155407751689
South & Central Asia,"Manufacturing, value added (% of GDP)",1976,13.6632812739713
South & Central Asia,"Manufacturing, value added (% of GDP)",1975,14.292652653733
South & Central Asia,"Manufacturing, value added (% of GDP)",1974,15.4400581144582
South & Central Asia,"Manufacturing, value added (% of GDP)",1973,14.7617495406863
South & Central Asia,"Manufacturing, value added (% of GDP)",1972,14.6873228101622
South & Central Asia,"Manufacturing, value added (% of GDP)",1971,14.9822867425754
South & Central Asia,"Manufacturing, value added (% of GDP)",1970,14.4565450929442
South & Central Asia,"Manufacturing, value added (% of GDP)",1969,14.146471583296
South & Central Asia,"Manufacturing, value added (% of GDP)",1968,13.5227880138949
South & Central Asia,"Manufacturing, value added (% of GDP)",1967,13.2318612541203
South & Central Asia,"Manufacturing, value added (% of GDP)",1966,13.765843041864
South & Central Asia,"Manufacturing, value added (% of GDP)",1965,13.3380556047459
South & Central Asia,"Manufacturing, value added (% of GDP)",1964,13.7537319454531
South & Central Asia,"Manufacturing, value added (% of GDP)",1963,13.7175766370397
South & Central Asia,"Manufacturing, value added (% of GDP)",1962,12.7503045066991
South & Central Asia,"Manufacturing, value added (% of GDP)",1961,11.6147453219803
South & Central Asia,"Manufacturing, value added (% of GDP)",1960,11.3027892909152
South & Central Asia,"Services, value added (% of GDP)",2023,50.9380070305889
South & Central Asia,"Services, value added (% of GDP)",2022,51.634688332497
South & Central Asia,"Services, value added (% of GDP)",2021,51.4193698550232
South & Central Asia,"Services, value added (% of GDP)",2020,52.5957950204335
South & Central Asia,"Services, value added (% of GDP)",2019,51.43600250197
South & Central Asia,"Services, value added (% of GDP)",2018,51.2403020948844
South & Central Asia,"Services, value added (% of GDP)",2017,51.6168414161348
South & Central Asia,"Services, value added (% of GDP)",2016,52.0602113995621
South & Central Asia,"Services, value added (% of GDP)",2015,53.2002066878063
South & Central Asia,"Services, value added (% of GDP)",2014,50.5636633837262
South & Central Asia,"Services, value added (% of GDP)",2013,50.3166351708322
South & Central Asia,"Services, value added (% of GDP)",2012,51.009492508849
South & Central Asia,"Services, value added (% of GDP)",2011,50.2651336486383
South & Central Asia,"Services, value added (% of GDP)",2010,51.8684541302268
South & Central Asia,"Services, value added (% of GDP)",2009,52.4020208597527
South & Central Asia,"Services, value added (% of GDP)",2008,51.0682225323443
South & Central Asia,"Services, value added (% of GDP)",2007,50.8304988223376
South & Central Asia,"Services, value added (% of GDP)",2006,50.9349649454475
South & Central Asia,"Services, value added (% of GDP)",2005,50.4305872498484
South & Central Asia,"Services, value added (% of GDP)",2004,50.3619773267107
South & Central Asia,"Services, value added (% of GDP)",2003,50.5854940223864
South & Central Asia,"Services, value added (% of GDP)",2002,49.6354006218508
South & Central Asia,"Services, value added (% of GDP)",2001,51.4506091545095
South & Central Asia,"Services, value added (% of GDP)",2000,50.9914842810638
South & Central Asia,"Services, value added (% of GDP)",1999,48.019453885481
South & Central Asia,"Services, value added (% of GDP)",1998,47.5644015578718
South & Central Asia,"Services, value added (% of GDP)",1997,47.7925732476269
South & Central Asia,"Services, value added (% of GDP)",1996,47.322355836316
South & Central Asia,"Services, value added (% of GDP)",1995,44.9946359781382
South & Central Asia,"Services, value added (% of GDP)",1994,45.4871418352995
South & Central Asia,"Services, value added (% of GDP)",1993,45.3535800884271
South & Central Asia,"Services, value added (% of GDP)",1992,43.7065696434056
South & Central Asia,"Services, value added (% of GDP)",1991,43.7939428910251
South & Central Asia,"Services, value added (% of GDP)",1990,45.0314620381468
South & Central Asia,"Services, value added (% of GDP)",1989,45.2849632714097
South & Central Asia,"Services, value added (% of GDP)",1988,45.2126037419259
South & Central Asia,"Services, value added (% of GDP)",1987,44.843088994665
South & Central Asia,"Services, value added (% of GDP)",1986,44.7628879514975
South & Central Asia,"Services, value added (% of GDP)",1985,44.2622956464457
South & Central Asia,"Services, value added (% of GDP)",1984,42.8360068838869
South & Central Asia,"Services, value added (% of GDP)",1983,43.971967014525
South & Central Asia,"Services, value added (% of GDP)",1982,43.8826998647707
South & Central Asia,"Services, value added (% of GDP)",1981,42.6369119686101
South & Central Asia,"Services, value added (% of GDP)",1980,41.5947327294312
South & Central Asia,"Services, value added (% of GDP)",1979,38.7506260471293
South & Central Asia,"Services, value added (% of GDP)",1978,38.1330257925494
South & Central Asia,"Services, value added (% of GDP)",1977,37.3700670325923
South & Central Asia,"Services, value added (% of GDP)",1976,36.6146741615566
South & Central Asia,"Services, value added (% of GDP)",1975,36.6919896215163
South & Central Asia,"Services, value added (% of GDP)",1974,33.1266480212915
South & Central Asia,"Services, value added (% of GDP)",1973,34.1479709684932
South & Central Asia,"Services, value added (% of GDP)",1972,36.9348255938064
South & Central Asia,"Services, value added (% of GDP)",1971,39.1264783129561
South & Central Asia,"Services, value added (% of GDP)",1970,36.8946344545002
South & Central Asia,"Services, value added (% of GDP)",1969,36.6875466261899
South & Central Asia,"Services, value added (% of GDP)",1968,37.6673621036309
South & Central Asia,"Services, value added (% of GDP)",1967,37.433813442585
South & Central Asia,"Services, value added (% of GDP)",1966,38.2321387579682
South & Central Asia,"Services, value added (% of GDP)",1965,37.4167096318335
South & Central Asia,"Services, value added (% of GDP)",1964,40.1874984388618
South & Central Asia,"Services, value added (% of GDP)",1963,40.3810216676036
South & Central Asia,"Services, value added (% of GDP)",1962,41.225244315932
South & Central Asia,"Services, value added (% of GDP)",1961,40.6231905167429
South & Central Asia,"Services, value added (% of GDP)",1960,41.1468814638576
