var,type,sector,countrycode,year,value
csh,m,energy and materials,USA,2001,-0.191026841
csh,m,energy and materials,USA,2002,-0.191343826
csh,m,energy and materials,USA,2003,-0.1911158
csh,m,energy and materials,USA,2004,-0.206620254
csh,m,energy and materials,USA,2005,-0.243779594
csh,m,energy and materials,USA,2006,-0.248069181
csh,m,energy and materials,USA,2007,-0.241393053
csh,m,energy and materials,USA,2008,-0.239252338
csh,m,energy and materials,USA,2009,-0.191035356
csh,m,energy and materials,USA,2010,-0.221918885
csh,m,energy and materials,USA,2011,-0.249207932
csh,m,energy and materials,USA,2012,-0.246900558
csh,m,energy and materials,USA,2013,-0.232163618
csh,m,energy and materials,USA,2014,-0.232041084
csh,m,energy and materials,USA,2015,-0.22307361
csh,m,energy and materials,USA,2016,-0.211142747
csh,m,energy and materials,USA,2017,-0.220584424
csh,m,energy and materials,USA,2018,-0.226623439
csh,m,energy and materials,USA,2019,-0.216491419
csh,x,capital goods,CHN,1952,0.000179805195
csh,x,capital goods,CHN,1953,0.000156831275
csh,x,capital goods,CHN,1954,0.000206874009
csh,x,capital goods,CHN,1955,0.000149904548
csh,x,capital goods,CHN,1956,0.000245186329
csh,x,capital goods,CHN,1957,0.000242156272
csh,x,capital goods,CHN,1958,0.000270820714
csh,x,capital goods,CHN,1959,0.00036695927
csh,x,capital goods,CHN,1960,0.0004312864
csh,x,capital goods,CHN,1961,0.00036113694
csh,x,capital goods,CHN,1962,0.000308646278
csh,x,capital goods,CHN,1963,0.00028452463
csh,x,capital goods,CHN,1964,0.000272192175
csh,x,capital goods,CHN,1965,0.000272553536
csh,x,capital goods,CHN,1966,0.000242277569
csh,x,capital goods,CHN,1967,0.000209123754
csh,x,capital goods,CHN,1968,0.000212794151
csh,x,capital goods,CHN,1969,0.000189601287
csh,x,capital goods,CHN,1970,0.000152699626
csh,x,capital goods,CHN,1971,0.000164449245
csh,x,capital goods,CHN,1972,0.000200512643
csh,x,capital goods,CHN,1973,0.000263935994
csh,x,capital goods,CHN,1974,0.000335209961
csh,x,capital goods,CHN,1975,0.000327762552
csh,x,capital goods,CHN,1976,0.000321775356
csh,x,capital goods,CHN,1977,0.00030254396
csh,x,capital goods,CHN,1978,0.000302730516
csh,x,capital goods,CHN,1979,0.00036103658
csh,x,capital goods,CHN,1980,0.00044353789
csh,x,capital goods,CHN,1981,0.00056409917
csh,x,capital goods,CHN,1982,0.0005680981
csh,x,capital goods,CHN,1983,0.00051550777
csh,x,capital goods,CHN,1984,0.00053977601
csh,x,capital goods,CHN,1985,0.00044577775
csh,x,capital goods,CHN,1986,0.000469780722
csh,x,capital goods,CHN,1987,0.00068742015
csh,x,capital goods,CHN,1988,0.00110789754
csh,x,capital goods,CHN,1989,0.00123456545
csh,x,capital goods,CHN,1990,0.00163557065
csh,x,capital goods,CHN,1991,0.00184166889
csh,x,capital goods,CHN,1992,0.00241312899
csh,x,capital goods,CHN,1993,0.0026236798
csh,x,capital goods,CHN,1994,0.00453537855
csh,x,capital goods,CHN,1995,0.0064427012
csh,x,capital goods,CHN,1996,0.00895288097
csh,x,capital goods,CHN,1997,0.0129246791
csh,x,capital goods,CHN,1998,0.016119765
csh,x,capital goods,CHN,1999,0.0181655495
csh,x,capital goods,CHN,2000,0.0272144585
csh,x,capital goods,CHN,2001,0.0292347575
csh,x,capital goods,CHN,2002,0.036866628
csh,x,capital goods,CHN,2003,0.047532645
csh,x,capital goods,CHN,2004,0.0551826198
csh,x,capital goods,CHN,2005,0.0626101946
csh,x,capital goods,CHN,2006,0.0735237549
csh,x,capital goods,CHN,2007,0.081186566
csh,x,capital goods,CHN,2008,0.0893800401
csh,x,capital goods,CHN,2009,0.0767734745
csh,x,capital goods,CHN,2010,0.085503578
csh,x,capital goods,CHN,2011,0.089842968
csh,x,capital goods,CHN,2012,0.092810497
csh,x,capital goods,CHN,2013,0.094212168
csh,x,capital goods,CHN,2014,0.088238257
csh,x,capital goods,CHN,2015,0.1008623452
csh,x,capital goods,CHN,2016,0.0874185474
csh,x,capital goods,CHN,2017,0.099708741
csh,x,capital goods,CHN,2018,0.103374649
csh,x,capital goods,CHN,2019,0.102021622
csh,x,capital goods,JPN,1950,0.029701447
csh,x,capital goods,JPN,1951,0.041007245
csh,x,capital goods,JPN,1952,0.038381235
csh,x,capital goods,JPN,1953,0.034994487
csh,x,capital goods,JPN,1954,0.034473591
csh,x,capital goods,JPN,1955,0.036644533
csh,x,capital goods,JPN,1956,0.040232327
csh,x,capital goods,JPN,1957,0.04151674
csh,x,capital goods,JPN,1958,0.03959195
csh,x,capital goods,JPN,1959,0.040496975
csh,x,capital goods,JPN,1960,0.040246848
csh,x,capital goods,JPN,1961,0.03702813
csh,x,capital goods,JPN,1962,0.038672942
csh,x,capital goods,JPN,1963,0.038193721
csh,x,capital goods,JPN,1964,0.040679949
csh,x,capital goods,JPN,1965,0.048056895
csh,x,capital goods,JPN,1966,0.049660789
csh,x,capital goods,JPN,1967,0.047022354
csh,x,capital goods,JPN,1968,0.050916329
csh,x,capital goods,JPN,1969,0.054233496
csh,x,capital goods,JPN,1970,0.05684503
csh,x,capital goods,JPN,1971,0.062125513
csh,x,capital goods,JPN,1972,0.057570409
csh,x,capital goods,JPN,1973,0.057298696
csh,x,capital goods,JPN,1974,0.078098967
csh,x,capital goods,JPN,1975,0.071043629
csh,x,capital goods,JPN,1976,0.078645546
csh,x,capital goods,JPN,1977,0.081464942
csh,x,capital goods,JPN,1978,0.074751441
csh,x,capital goods,JPN,1979,0.073624477
csh,x,capital goods,JPN,1980,0.084427714
csh,x,capital goods,JPN,1981,0.092083465
csh,x,capital goods,JPN,1982,0.090724759
csh,x,capital goods,JPN,1983,0.094905846
csh,x,capital goods,JPN,1984,0.107970711
csh,x,capital goods,JPN,1985,0.107035793
csh,x,capital goods,JPN,1986,0.10421903
csh,x,capital goods,JPN,1987,0.098059546
csh,x,capital goods,JPN,1988,0.096526313
csh,x,capital goods,JPN,1989,0.095028218
csh,x,capital goods,JPN,1990,0.089144271
csh,x,capital goods,JPN,1991,0.088432092
csh,x,capital goods,JPN,1992,0.092877474
csh,x,capital goods,JPN,1993,0.097795002
csh,x,capital goods,JPN,1994,0.101109367
csh,x,capital goods,JPN,1995,0.102002058
csh,x,capital goods,JPN,1996,0.094811264
csh,x,capital goods,JPN,1997,0.104253527
csh,x,capital goods,JPN,1998,0.106584393
csh,x,capital goods,JPN,1999,0.114918847
csh,x,capital goods,JPN,2000,0.137909893
csh,x,capital goods,JPN,2001,0.117963523
csh,x,capital goods,JPN,2002,0.122159842
csh,x,capital goods,JPN,2003,0.127573125
csh,x,capital goods,JPN,2004,0.141098667
csh,x,capital goods,JPN,2005,0.136555351
csh,x,capital goods,JPN,2006,0.143528268
csh,x,capital goods,JPN,2007,0.143321443
csh,x,capital goods,JPN,2008,0.145564552
csh,x,capital goods,JPN,2009,0.11752471
csh,x,capital goods,JPN,2010,0.149684735
csh,x,capital goods,JPN,2011,0.149213478
csh,x,capital goods,JPN,2012,0.147174641
csh,x,capital goods,JPN,2013,0.125630304
csh,x,capital goods,JPN,2014,0.12245135
csh,x,capital goods,JPN,2015,0.118657436
csh,x,capital goods,JPN,2016,0.127773777
csh,x,capital goods,JPN,2017,0.132280253
csh,x,capital goods,JPN,2018,0.132007033
csh,x,capital goods,JPN,2019,0.125457447
csh,x,capital goods,USA,1950,0.0155681483
csh,x,capital goods,USA,1951,0.019374497
csh,x,capital goods,USA,1952,0.0173291224
csh,x,capital goods,USA,1953,0.0148231071
csh,x,capital goods,USA,1954,0.0152702271
csh,x,capital goods,USA,1955,0.0157078524
csh,x,capital goods,USA,1956,0.0178728958
csh,x,capital goods,USA,1957,0.0188833935
csh,x,capital goods,USA,1958,0.0161159343
csh,x,capital goods,USA,1959,0.0164052342
csh,x,capital goods,USA,1960,0.0185564462
csh,x,capital goods,USA,1961,0.0176615016
csh,x,capital goods,USA,1962,0.0171675396
csh,x,capital goods,USA,1963,0.0175060375
csh,x,capital goods,USA,1964,0.0186617353
csh,x,capital goods,USA,1965,0.0173734866
csh,x,capital goods,USA,1966,0.0173250336
csh,x,capital goods,USA,1967,0.0166127091
csh,x,capital goods,USA,1968,0.016697811
csh,x,capital goods,USA,1969,0.0170754755
csh,x,capital goods,USA,1970,0.0184360921
csh,x,capital goods,USA,1971,0.0173446858
csh,x,capital goods,USA,1972,0.0174070217
csh,x,capital goods,USA,1973,0.0211638527
csh,x,capital goods,USA,1974,0.0261236676
csh,x,capital goods,USA,1975,0.0256400857
csh,x,capital goods,USA,1976,0.0251096853
csh,x,capital goods,USA,1977,0.0236690602
csh,x,capital goods,USA,1978,0.0245861712
csh,x,capital goods,USA,1979,0.0276513216
csh,x,capital goods,USA,1980,0.03108334
csh,x,capital goods,USA,1981,0.029036489
csh,x,capital goods,USA,1982,0.0258871105
csh,x,capital goods,USA,1983,0.0220213997
csh,x,capital goods,USA,1984,0.0215272277
csh,x,capital goods,USA,1985,0.025901955
csh,x,capital goods,USA,1986,0.0210865033
csh,x,capital goods,USA,1987,0.0215328317
csh,x,capital goods,USA,1988,0.026382159
csh,x,capital goods,USA,1989,0.0298528996
csh,x,capital goods,USA,1990,0.030058127
csh,x,capital goods,USA,1991,0.032351599
csh,x,capital goods,USA,1992,0.033940577
csh,x,capital goods,USA,1993,0.034400379
csh,x,capital goods,USA,1994,0.036499409
csh,x,capital goods,USA,1995,0.037793103
csh,x,capital goods,USA,1996,0.040870554
csh,x,capital goods,USA,1997,0.048058259
csh,x,capital goods,USA,1998,0.049643477
csh,x,capital goods,USA,1999,0.048793662
csh,x,capital goods,USA,2000,0.057538875
csh,x,capital goods,USA,2001,0.05401183
csh,x,capital goods,USA,2002,0.048592727
csh,x,capital goods,USA,2003,0.044511785
csh,x,capital goods,USA,2004,0.045953765
csh,x,capital goods,USA,2005,0.049062176
csh,x,capital goods,USA,2006,0.054167148
csh,x,capital goods,USA,2007,0.052625147
csh,x,capital goods,USA,2008,0.0521458
csh,x,capital goods,USA,2009,0.042664309
csh,x,capital goods,USA,2010,0.048697248
csh,x,capital goods,USA,2011,0.050584384
csh,x,capital goods,USA,2012,0.053236263
csh,x,capital goods,USA,2013,0.051967753
csh,x,capital goods,USA,2014,0.051197268
csh,x,capital goods,USA,2015,0.054666398
csh,x,capital goods,USA,2016,0.05264146
csh,x,capital goods,USA,2017,0.058074327
csh,x,capital goods,USA,2018,0.055377593
csh,x,capital goods,USA,2019,0.052955938
csh,m,capital goods,CHN,1952,-0.00218367934
csh,m,capital goods,CHN,1953,-0.00198882893
csh,m,capital goods,CHN,1954,-0.00228966055
csh,m,capital goods,CHN,1955,-0.00222174972
csh,m,capital goods,CHN,1956,-0.00219639651
csh,m,capital goods,CHN,1957,-0.00219754143
csh,m,capital goods,CHN,1958,-0.00221266316
csh,m,capital goods,CHN,1959,-0.00294777615
csh,m,capital goods,CHN,1960,-0.004568021
csh,m,capital goods,CHN,1961,-0.00338191032
csh,m,capital goods,CHN,1962,-0.00215196771
csh,m,capital goods,CHN,1963,-0.00198931498
csh,m,capital goods,CHN,1964,-0.00201321717
csh,m,capital goods,CHN,1965,-0.00231356649
csh,m,capital goods,CHN,1966,-0.00235288338
csh,m,capital goods,CHN,1967,-0.00194676972
csh,m,capital goods,CHN,1968,-0.00198901158
csh,m,capital goods,CHN,1969,-0.00162352731
csh,m,capital goods,CHN,1970,-0.00160812144
csh,m,capital goods,CHN,1971,-0.00144986117
csh,m,capital goods,CHN,1972,-0.00179250772
csh,m,capital goods,CHN,1973,-0.00267396559
csh,m,capital goods,CHN,1974,-0.0042747984
csh,m,capital goods,CHN,1975,-0.003993644
csh,m,capital goods,CHN,1976,-0.003673921
csh,m,capital goods,CHN,1977,-0.0034820886
csh,m,capital goods,CHN,1978,-0.0040050361
csh,m,capital goods,CHN,1979,-0.0049417737
csh,m,capital goods,CHN,1980,-0.0061948429
csh,m,capital goods,CHN,1981,-0.007439357
csh,m,capital goods,CHN,1982,-0.0063105407
csh,m,capital goods,CHN,1983,-0.0061587854
csh,m,capital goods,CHN,1984,-0.0070265729
csh,m,capital goods,CHN,1985,-0.0150807476
csh,m,capital goods,CHN,1986,-0.0125767436
csh,m,capital goods,CHN,1987,-0.0090174481
csh,m,capital goods,CHN,1988,-0.0106993139
csh,m,capital goods,CHN,1989,-0.0088231417
csh,m,capital goods,CHN,1990,-0.0073711178
csh,m,capital goods,CHN,1991,-0.0075086947
csh,m,capital goods,CHN,1992,-0.0132001987
csh,m,capital goods,CHN,1993,-0.0195641107
csh,m,capital goods,CHN,1994,-0.0217507882
csh,m,capital goods,CHN,1995,-0.0202579291
csh,m,capital goods,CHN,1996,-0.0205131714
csh,m,capital goods,CHN,1997,-0.0221389423
csh,m,capital goods,CHN,1998,-0.0248589924
csh,m,capital goods,CHN,1999,-0.0294528287
csh,m,capital goods,CHN,2000,-0.037045611
csh,m,capital goods,CHN,2001,-0.0394207284
csh,m,capital goods,CHN,2002,-0.049338359
csh,m,capital goods,CHN,2003,-0.0607659169
csh,m,capital goods,CHN,2004,-0.0622079065
csh,m,capital goods,CHN,2005,-0.060052983
csh,m,capital goods,CHN,2006,-0.0671849253
csh,m,capital goods,CHN,2007,-0.0552852832
csh,m,capital goods,CHN,2008,-0.0639044481
csh,m,capital goods,CHN,2009,-0.0604612446
csh,m,capital goods,CHN,2010,-0.0661455763
csh,m,capital goods,CHN,2011,-0.071268461
csh,m,capital goods,CHN,2012,-0.0684388816
csh,m,capital goods,CHN,2013,-0.0782864545
csh,m,capital goods,CHN,2014,-0.073495059
csh,m,capital goods,CHN,2015,-0.0783188437
csh,m,capital goods,CHN,2016,-0.0776825032
csh,m,capital goods,CHN,2017,-0.055610987
csh,m,capital goods,CHN,2018,-0.058332027
csh,m,capital goods,CHN,2019,-0.055189093
csh,m,capital goods,JPN,1950,-0.0036609018
csh,m,capital goods,JPN,1951,-0.0054972788
csh,m,capital goods,JPN,1952,-0.0055734098
csh,m,capital goods,JPN,1953,-0.0066005974
csh,m,capital goods,JPN,1954,-0.0064803548
csh,m,capital goods,JPN,1955,-0.0060375357
csh,m,capital goods,JPN,1956,-0.0070867617
csh,m,capital goods,JPN,1957,-0.0081102168
csh,m,capital goods,JPN,1958,-0.0061343384
csh,m,capital goods,JPN,1959,-0.0067612261
csh,m,capital goods,JPN,1960,-0.00864089
csh,m,capital goods,JPN,1961,-0.0094586312
csh,m,capital goods,JPN,1962,-0.0074726589
csh,m,capital goods,JPN,1963,-0.0080980908
csh,m,capital goods,JPN,1964,-0.0082900601
csh,m,capital goods,JPN,1965,-0.0078516498
csh,m,capital goods,JPN,1966,-0.0079544468
csh,m,capital goods,JPN,1967,-0.0085736648
csh,m,capital goods,JPN,1968,-0.0082581588
csh,m,capital goods,JPN,1969,-0.0080662167
csh,m,capital goods,JPN,1970,-0.0088698508
csh,m,capital goods,JPN,1971,-0.0086301884
csh,m,capital goods,JPN,1972,-0.0084055201
csh,m,capital goods,JPN,1973,-0.0100913565
csh,m,capital goods,JPN,1974,-0.0127518787
csh,m,capital goods,JPN,1975,-0.0103146007
csh,m,capital goods,JPN,1976,-0.0101713617
csh,m,capital goods,JPN,1977,-0.0098082327
csh,m,capital goods,JPN,1978,-0.0094437981
csh,m,capital goods,JPN,1979,-0.0105283549
csh,m,capital goods,JPN,1980,-0.0102108289
csh,m,capital goods,JPN,1981,-0.0101135376
csh,m,capital goods,JPN,1982,-0.0097828382
csh,m,capital goods,JPN,1983,-0.0093557112
csh,m,capital goods,JPN,1984,-0.0102541302
csh,m,capital goods,JPN,1985,-0.0115464651
csh,m,capital goods,JPN,1986,-0.0111877173
csh,m,capital goods,JPN,1987,-0.0126653952
csh,m,capital goods,JPN,1988,-0.0156195229
csh,m,capital goods,JPN,1989,-0.0194082802
csh,m,capital goods,JPN,1990,-0.0220682442
csh,m,capital goods,JPN,1991,-0.0197631251
csh,m,capital goods,JPN,1992,-0.0201077062
csh,m,capital goods,JPN,1993,-0.0219191406
csh,m,capital goods,JPN,1994,-0.0262423094
csh,m,capital goods,JPN,1995,-0.0318591324
csh,m,capital goods,JPN,1996,-0.0335535924
csh,m,capital goods,JPN,1997,-0.0338551424
csh,m,capital goods,JPN,1998,-0.0322821199
csh,m,capital goods,JPN,1999,-0.0348956544
csh,m,capital goods,JPN,2000,-0.0458909068
csh,m,capital goods,JPN,2001,-0.0430858645
csh,m,capital goods,JPN,2002,-0.0446191615
csh,m,capital goods,JPN,2003,-0.0475205182
csh,m,capital goods,JPN,2004,-0.0517000094
csh,m,capital goods,JPN,2005,-0.0480826339
csh,m,capital goods,JPN,2006,-0.0500927763
csh,m,capital goods,JPN,2007,-0.044341011
csh,m,capital goods,JPN,2008,-0.048446274
csh,m,capital goods,JPN,2009,-0.037648464
csh,m,capital goods,JPN,2010,-0.0440922143
csh,m,capital goods,JPN,2011,-0.0463808842
csh,m,capital goods,JPN,2012,-0.049520681
csh,m,capital goods,JPN,2013,-0.047671405
csh,m,capital goods,JPN,2014,-0.049639296
csh,m,capital goods,JPN,2015,-0.052214286
csh,m,capital goods,JPN,2016,-0.05281587
csh,m,capital goods,JPN,2017,-0.056946725
csh,m,capital goods,JPN,2018,-0.056881222
csh,m,capital goods,JPN,2019,-0.054741263
csh,m,capital goods,USA,1950,-0.0132541885
csh,m,capital goods,USA,1951,-0.0142936371
csh,m,capital goods,USA,1952,-0.0142482594
csh,m,capital goods,USA,1953,-0.0138791013
csh,m,capital goods,USA,1954,-0.0131426072
csh,m,capital goods,USA,1955,-0.0136404284
csh,m,capital goods,USA,1956,-0.0142335012
csh,m,capital goods,USA,1957,-0.0144849946
csh,m,capital goods,USA,1958,-0.0144219706
csh,m,capital goods,USA,1959,-0.0146301664
csh,m,capital goods,USA,1960,-0.0168132529
csh,m,capital goods,USA,1961,-0.0156960493
csh,m,capital goods,USA,1962,-0.0145203895
csh,m,capital goods,USA,1963,-0.0143402526
csh,m,capital goods,USA,1964,-0.0142683443
csh,m,capital goods,USA,1965,-0.0147894603
csh,m,capital goods,USA,1966,-0.0158904126
csh,m,capital goods,USA,1967,-0.0157875564
csh,m,capital goods,USA,1968,-0.0179486988
csh,m,capital goods,USA,1969,-0.018059993
csh,m,capital goods,USA,1970,-0.0187788104
csh,m,capital goods,USA,1971,-0.0193256211
csh,m,capital goods,USA,1972,-0.0206401218
csh,m,capital goods,USA,1973,-0.0217912398
csh,m,capital goods,USA,1974,-0.0262697557
csh,m,capital goods,USA,1975,-0.0230959497
csh,m,capital goods,USA,1976,-0.0262906251
csh,m,capital goods,USA,1977,-0.0280708448
csh,m,capital goods,USA,1978,-0.030504617
csh,m,capital goods,USA,1979,-0.031420723
csh,m,capital goods,USA,1980,-0.03144288
csh,m,capital goods,USA,1981,-0.031389245
csh,m,capital goods,USA,1982,-0.029737388
csh,m,capital goods,USA,1983,-0.030332751
csh,m,capital goods,USA,1984,-0.035522211
csh,m,capital goods,USA,1985,-0.042398521
csh,m,capital goods,USA,1986,-0.045999629
csh,m,capital goods,USA,1987,-0.042222475
csh,m,capital goods,USA,1988,-0.045167029
csh,m,capital goods,USA,1989,-0.044635644
csh,m,capital goods,USA,1990,-0.040162562
csh,m,capital goods,USA,1991,-0.037971931
csh,m,capital goods,USA,1992,-0.044302092
csh,m,capital goods,USA,1993,-0.049807478
csh,m,capital goods,USA,1994,-0.052533984
csh,m,capital goods,USA,1995,-0.054234415
csh,m,capital goods,USA,1996,-0.0556818
csh,m,capital goods,USA,1997,-0.061205813
csh,m,capital goods,USA,1998,-0.065356106
csh,m,capital goods,USA,1999,-0.071258327
csh,m,capital goods,USA,2000,-0.083040998
csh,m,capital goods,USA,2001,-0.076373133
csh,m,capital goods,USA,2002,-0.075937909
csh,m,capital goods,USA,2003,-0.073052991
csh,m,capital goods,USA,2004,-0.076077292
csh,m,capital goods,USA,2005,-0.085388987
csh,m,capital goods,USA,2006,-0.080413699
csh,m,capital goods,USA,2007,-0.071610965
csh,m,capital goods,USA,2008,-0.068620725
csh,m,capital goods,USA,2009,-0.053546918
csh,m,capital goods,USA,2010,-0.061517311
csh,m,capital goods,USA,2011,-0.066678025
csh,m,capital goods,USA,2012,-0.071518995
csh,m,capital goods,USA,2013,-0.069269715
csh,m,capital goods,USA,2014,-0.070190347
csh,m,capital goods,USA,2015,-0.07769586
csh,m,capital goods,USA,2016,-0.075406672
csh,m,capital goods,USA,2017,-0.085259996
csh,m,capital goods,USA,2018,-0.084265932
csh,m,capital goods,USA,2019,-0.080545206
