sect_name,t,source,region,sect_group,gvc,traditional,traditional_jpn.x,traditional_jpn.y
13-Transport Equipment,2000,wiodlr,AUT,Manufacturing,1.11203151615418,0.567098341330943,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,BEL,Manufacturing,0.951215148887037,0.812204288079879,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,BRA,Manufacturing,0.7873320350862,0.847432284650345,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,CAN,Manufacturing,2.31738431206651,1.49537595674424,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,CHN,Manufacturing,0.151724977448842,0.159915537720037,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,DEU,Manufacturing,1.43347565219522,1.72048970205956,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,DNK,Manufacturing,0.2054756361039,0.11465614966668,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,ESP,Manufacturing,1.67966920524425,1.37675940870282,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,FIN,Manufacturing,0.310985928409545,0.430721607231572,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,FRA,Manufacturing,1.30507043969073,1.29298494482151,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,GBR,Manufacturing,0.862755914431207,0.74330875207293,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,GRC,Manufacturing,0,0,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,HKG,Manufacturing,0.0701888312619,0.0185605892755469,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,IND,Manufacturing,0.133609132774459,0.0738045574469567,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,IRL,Manufacturing,0.0935772067115664,0.0735685587588282,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,ITA,Manufacturing,0.699696427703794,0.617518656496621,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,JPN,Manufacturing,0.887595520220726,1.83800061216505,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,KOR,Manufacturing,0.48465107551816,0.908653760209228,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,MEX,Manufacturing,1.66440250395631,1.70869139225249,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,NLD,Manufacturing,0.357767493454125,0.337134954725862,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,PRT,Manufacturing,1.12683290987534,0.828270156094103,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,SWE,Manufacturing,1.02209318274991,0.945736867931333,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,TWN,Manufacturing,0.182197535781787,0.190245041339619,1.83800061216505,1.83800061216505
13-Transport Equipment,2000,wiodlr,USA,Manufacturing,1.25540606737028,0.841039071843785,1.83800061216505,1.83800061216505
"11-Machinery, nec.",1970,wiodlr,AUS,Manufacturing,0.0639576756504114,0.0525623711414009,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,AUT,Manufacturing,1.32426536788531,0.822818853233519,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,BEL,Manufacturing,0.675230699449873,0.666528379382172,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,BRA,Manufacturing,0.0819548415000583,0.0713812815497198,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,CAN,Manufacturing,0.59303641024987,0.392202949984661,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,CHN,Manufacturing,0.0329599583125755,0.0147122968562364,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,DEU,Manufacturing,1.98487835502322,2.18367151161527,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,DNK,Manufacturing,1.37565608831363,0.933057813828893,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,ESP,Manufacturing,0.475426300442729,0.323227382505338,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,FIN,Manufacturing,0.690544121359952,0.459214365996082,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,FRA,Manufacturing,0.70212131843022,0.716004880342224,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,GBR,Manufacturing,1.56166559292067,1.50450000641727,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,GRC,Manufacturing,0.0495262614659803,0.0231561068287058,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,HKG,Manufacturing,0.243017825147769,0.0714540231838594,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,IND,Manufacturing,0.0943063593583932,0.0450633720652079,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,IRL,Manufacturing,0.456363236464183,0.165245723692679,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,ITA,Manufacturing,1.3937745463156,1.13741669103766,0.785958323004185,0.785958323004185
"11-Machinery, nec.",1970,wiodlr,JPN,Manufacturing,0.802789347580455,0.785958323004185,0.785958323004185,0.785958323004185
